X,Y,Z,rv=1/wave
1.6286334,7.7781873,-0.29224542,0
2.397139,8.091814,-0.5077143,0
3.1512802,7.835646,-0.42631492,0
4.597316,8.398259,-0.48377332,0
5.542985,9.1117,-0.85007036,0
5.866188,9.049454,-1.0607512,0
6.1846037,8.936931,-1.1948206,0
6.8238277,9.422933,-1.4078954,0
7.1829424,9.343927,-1.1134213,0
7.419958,9.1117,-0.8213413,0
7.5683928,9.015936,-0.6920599,0
7.4247465,8.831591,-0.8907702,0
7.3122244,8.731039,-0.8572527,0
7.3529234,8.596969,-0.76867104,0
7.688098,8.869896,-0.79500616,0
8.018483,9.1811285,-0.6872717,0
8.358445,9.226617,-0.51489663,0
8.832477,9.580944,-0.40476808,0
9.390302,9.887387,-0.100717515,0
9.89785,9.944847,0.38528454,0
10.486799,10.138769,0.74439937,0
10.666356,10.2417145,0.9862033,0
10.379065,10.02864,0.8904394,0
9.720687,9.743742,0.4618957,0
8.937818,9.430115,0.023775637,0
8.245923,9.279286,-0.31139818,0
7.4151697,9.035089,-0.58432543,0
6.4862595,8.752584,-0.6776953,0
5.598049,8.412622,-0.85246456,0
4.73378,8.240248,-0.99371636,0
3.8599336,7.960139,-1.0990567,0
3.1321273,7.814099,-1.1828501,0
2.4785385,7.560324,-1.2115794,0
1.6597567,7.0408053,-0.9985045,0
0.5872004,6.238782,-0.124658495,0
-0.6888543,5.637863,0.761158,0
-2.0558846,5.0537033,1.6182454,0
-3.4181268,4.6874056,1.8672316,0
-4.617571,4.7304997,1.8552611,0
-5.48184,4.854993,1.7714677,0
-6.2814693,4.7065587,1.4745995,0
-6.7602882,5.041733,1.0604204,0
-7.306143,5.166226,0.65102947,0
-7.5096416,5.3577538,0.36373764,0
-7.401907,5.5325227,0.69412327,0
-7.8089037,5.0465207,1.5727575,0
-8.43137,4.505454,2.5208204,0
-9.084959,4.043393,2.6788313,0
-9.733759,4.021847,1.9989071,0
-10.416077,3.7944071,1.4769934,0
-10.641123,3.6483667,1.6493686,0
